First,Last,Nickname,Ht,Wt,Reach,Stance,W,L,D,Belt,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Alexander,Crispim,,--,145 lbs.,--,,8,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Helena,Crevar,,--,--,--,,0,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Alberto,Crane,,"5' 5""",155 lbs.,--,Orthodox,15,5,0,,0.43,25%,2.61,57%,N/A,0.00,0%,50%,4.0
Tim,Credeur,,"6' 3""",185 lbs.,"75.0""",Orthodox,12,4,0,,3.59,30%,3.13,57%,N/A,0.41,100%,50%,3.3
Dan,Cramer,,"6' 2""",170 lbs.,--,Orthodox,11,4,0,,0.97,30%,2.10,31%,N/A,0.00,0%,66%,0.5
Paul,Creighton,,"5' 6""",155 lbs.,--,Southpaw,3,1,0,,0.72,75%,4.65,30%,N/A,5.37,37%,0%,0.0
Ryan,MacDonald,Main Event,"5' 11""",135 lbs.,"71.0""",Switch,10,2,0,,2.28,29%,6.49,45%,N/A,0.00,0%,0%,0.0
Clayton,MacFarlane,,--,170 lbs.,--,,4,1,0,,1.33,52%,1.82,55%,N/A,1.05,33%,37%,0.0
Hugo,Govea,,--,--,--,,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Rob,MacDonald,Maximus,"6' 3""",205 lbs.,"78.0""",Orthodox,5,4,0,,1.80,50%,2.04,46%,N/A,7.19,80%,80%,5.4
Rory,MacDonald,Red King,"6' 0""",170 lbs.,"76.0""",Orthodox,19,4,0,,3.75,42%,2.80,62%,N/A,1.77,47%,88%,0.4
Jason,MacDonald,The Athlete,"6' 3""",185 lbs.,"80.0""",Orthodox,25,16,0,,1.55,52%,2.70,46%,N/A,1.43,16%,35%,2.0
William,Macario,Patolino,"5' 11""",170 lbs.,"75.0""",Orthodox,9,3,0,,4.92,54%,3.96,65%,N/A,1.85,45%,78%,0.0
Pawan,Maan,,"5' 7""",155 lbs.,"70.0""",Orthodox,7,3,1,,0.89,44%,2.98,43%,N/A,0.00,0%,0%,0.0
Brock,Larson,,"5' 11""",170 lbs.,"71.0""",Southpaw,42,10,0,,1.39,46%,1.50,55%,N/A,2.67,34%,43%,2.0
Jeremy,Larsen,,"5' 10""",145 lbs.,"70.0""",Orthodox,8,5,0,,4.87,48%,5.75,57%,N/A,2.49,33%,0%,0.0
Icho,Larenas,,"6' 3""",235 lbs.,--,Orthodox,6,5,0,,0.17,15%,2.50,28%,N/A,0.00,0%,14%,0.0
Lorenz,Larkin,The Monsoon,"5' 11""",170 lbs.,"72.0""",Orthodox,18,6,0,,3.53,46%,2.74,63%,N/A,0.27,42%,79%,0.1
TJ,Laramie,,"5' 6""",145 lbs.,"66.0""",Orthodox,12,5,0,,1.49,50%,2.64,38%,N/A,1.44,33%,40%,0.0
Chad,Laprise,The Disciple,"5' 10""",170 lbs.,"71.0""",Orthodox,13,4,0,,4.78,42%,3.59,65%,N/A,1.05,54%,78%,0.0
Anthony,Lapsley,The Recipe,"5' 9""",170 lbs.,--,Southpaw,23,7,0,,0.53,34%,0.58,66%,N/A,0.00,0%,20%,0.0
Lionel,Lanham,,--,205 lbs.,--,,5,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Taylor,Lapilus,Double Impact,"5' 6""",135 lbs.,"73.0""",Southpaw,20,4,0,,4.33,48%,2.61,60%,N/A,0.31,40%,78%,0.3
Lina,Lansberg,Elbow Queen,"5' 7""",135 lbs.,"65.0""",Orthodox,10,8,0,,2.69,55%,3.87,44%,N/A,0.52,27%,47%,0.1
Jeremy,Lang,,"5' 11""",205 lbs.,--,Southpaw,21,2,0,,1.13,50%,1.41,42%,N/A,4.22,60%,0%,4.2
Gadzhi,Omargadzhiev,,"6' 1""",170 lbs.,"71.0""",Switch,13,2,0,,1.80,39%,2.20,39%,N/A,1.35,30%,60%,0.5
Cameron,Olson,Cap'n Crunch,"6' 1""",205 lbs.,"75.0""",Orthodox,7,3,0,,3.13,47%,2.20,57%,N/A,3.00,42%,100%,1.0
Alan,Omer,,"5' 10""",145 lbs.,--,Orthodox,20,5,0,,3.49,55%,2.21,64%,N/A,1.69,42%,66%,0.0
Casey,Olson,The Underdog,"5' 7""",145 lbs.,--,Orthodox,14,5,0,,2.48,60%,0.00,100%,N/A,3.54,57%,100%,1.8
Shana,Olsen,Rock Solid,"5' 7""",145 lbs.,--,,5,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Andy,Ologun,,"6' 0""",154 lbs.,--,Orthodox,3,1,0,,2.36,57%,0.32,85%,N/A,0.68,100%,80%,0.0
Dennis,Olson,,"6' 0""",170 lbs.,--,,14,11,0,,1.02,42%,5.27,38%,N/A,2.77,40%,0%,0.0
Felipe,Olivieri,,"5' 9""",155 lbs.,--,Orthodox,14,5,0,,6.68,58%,4.60,57%,N/A,0.00,0%,71%,0.0
Vinicius,Oliveira,LokDog,"5' 9""",135 lbs.,"70.0""",Switch,21,3,0,,5.87,43%,2.87,53%,N/A,1.38,60%,68%,0.0
Wendell,Oliveira Marques,The Machine,"5' 10""",170 lbs.,--,Orthodox,29,10,0,,3.77,47%,4.40,47%,N/A,0.00,0%,100%,0.0
Jonatas,Novaes,,"5' 11""",170 lbs.,--,,13,5,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Shohei,Nose,,"5' 6""",135 lbs.,"68.0""",Switch,12,5,2,,1.52,37%,2.17,52%,N/A,2.23,17%,14%,3.6
Ravena,Oliveira,Kenoudy,"5' 5""",115 lbs.,"65.0""",Orthodox,7,2,1,,1.00,48%,1.20,48%,N/A,2.00,66%,62%,0.0
Sage,Northcutt,Super,"6' 0""",170 lbs.,"71.0""",Orthodox,11,2,0,,3.58,52%,1.96,58%,N/A,1.81,34%,41%,0.6
Scott,Norton,Hollywood,"5' 10""",170 lbs.,--,Orthodox,7,1,0,,0.67,30%,0.34,60%,N/A,2.52,25%,0%,0.0
Nick,Nolte,,"6' 0""",170 lbs.,--,,5,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Tom,Nolan,Big Train,"6' 3""",155 lbs.,"73.0""",Southpaw,7,1,0,,9.26,53%,6.54,41%,N/A,0.00,0%,100%,0.0
Jason,Novelli,Flipside,"6' 0""",155 lbs.,--,Orthodox,11,3,1,,1.73,24%,3.55,66%,N/A,0.70,33%,100%,0.0
KJ,Noons,King,"5' 10""",155 lbs.,"70.0""",Orthodox,13,9,0,,3.68,35%,3.78,65%,N/A,0.08,20%,68%,0.0
Tony,Juarez,,--,155 lbs.,--,,1,12,0,,0.89,25%,10.34,38%,N/A,4.43,100%,66%,0.0
Jan,Nortje,The Giant,"6' 1""",310 lbs.,--,Southpaw,2,6,0,,3.32,51%,4.50,32%,N/A,0.00,0%,66%,2.9
Dustin,Joynson,,"6' 6""",244 lbs.,"78.0""",Orthodox,5,0,0,,3.28,53%,5.63,47%,N/A,0.00,0%,0%,0.0
Kyle,Noke,,"6' 1""",170 lbs.,"76.0""",Southpaw,22,10,1,,3.23,50%,2.09,64%,N/A,1.53,54%,66%,0.8
Kevin,Jousset,Air,"6' 2""",170 lbs.,"75.0""",Orthodox,10,2,0,,8.23,55%,5.10,53%,N/A,1.51,66%,100%,0.8
Mike,Joy,,"5' 6""",155 lbs.,--,Southpaw,11,8,0,,0.57,33%,1.71,47%,N/A,0.78,33%,0%,2.3
Jeff,Joslin,The Inferno,"6' 0""",170 lbs.,--,Orthodox,5,3,0,,2.17,39%,1.57,65%,N/A,0.50,33%,64%,0.5
Charles,Jourdain,Air,"5' 9""",145 lbs.,"69.0""",Switch,15,8,1,,5.48,48%,4.35,56%,N/A,0.35,23%,48%,0.5
Alan,Jouban,Brahma,"6' 0""",170 lbs.,"73.0""",Southpaw,17,7,0,,5.67,50%,3.77,60%,N/A,0.51,44%,58%,0.3
Gareth,Joseph,,--,205 lbs.,--,,9,5,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Dwight,Joseph,,"5' 6""",135 lbs.,--,Switch,5,0,0,,2.60,52%,2.87,55%,N/A,1.00,20%,20%,1.0
Stefan,Klever,,--,185 lbs.,--,Orthodox,6,1,0,,0.82,50%,3.84,58%,N/A,0.00,0%,0%,0.0
Drakkar,Klose,,"5' 9""",155 lbs.,"70.0""",Orthodox,15,2,1,,4.37,55%,3.46,51%,N/A,1.58,26%,69%,0.0
Felix,Klinkhammer,,"6' 0""",170 lbs.,--,,7,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Fatima,Kline,The Archangel,"5' 6""",115 lbs.,"67.0""",Orthodox,6,1,0,,2.60,48%,2.67,55%,N/A,1.00,100%,33%,0.0
Seth,Kleinbeck,Mass Destruction,"6' 2""",185 lbs.,--,,8,4,0,,2.55,33%,2.42,40%,N/A,0.98,25%,90%,0.0
Ludovit,Klein,Mr. Highlight,"5' 7""",155 lbs.,"72.0""",Southpaw,22,4,1,,3.93,55%,3.45,53%,N/A,1.66,50%,90%,0.0
Top Noi,Kiwram,,"5' 5""",125 lbs.,"67.0""",Southpaw,9,5,0,,4.47,59%,3.23,66%,N/A,2.72,85%,74%,0.0
Satoru,Kitaoka,,"5' 6""",154 lbs.,--,,40,14,9,,0.68,33%,2.15,45%,N/A,0.62,10%,27%,2.1
Jesse,Fujarczyk,The Ronin,"6' 4""",225 lbs.,--,Southpaw,2,2,0,,1.03,33%,4.91,38%,N/A,0.00,0%,25%,0.0
Koji,Kitao,,"6' 7""",350 lbs.,--,Southpaw,1,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Katsuhisa,Fujii,Shamoji,"6' 0""",205 lbs.,--,Orthodox,9,18,1,,4.00,50%,4.43,64%,N/A,2.14,25%,50%,2.1
Krzysztof,Jotko,,"6' 1""",185 lbs.,"77.0""",Southpaw,24,6,0,,2.98,42%,2.23,57%,N/A,1.33,39%,82%,0.1
Justine,Kish,,"5' 5""",125 lbs.,"64.0""",Orthodox,7,4,0,,4.51,48%,4.59,57%,N/A,0.87,33%,50%,0.1
Don,Frye,The Predator,"6' 1""",219 lbs.,--,Orthodox,20,9,1,,2.87,64%,3.57,37%,N/A,0.91,57%,45%,0.7
Adam,Fugitt,,"6' 1""",170 lbs.,"77.0""",Southpaw,10,4,0,,4.72,45%,4.48,51%,N/A,2.04,29%,50%,0.0
Tony,Fryklund,The Freak,"6' 0""",185 lbs.,--,Orthodox,14,9,1,,3.49,39%,6.50,43%,N/A,0.00,0%,66%,0.5
Sarah,Frota,A Treta,"5' 6""",125 lbs.,"69.0""",Southpaw,9,2,0,,4.52,52%,2.57,55%,N/A,0.00,0%,53%,0.0
Daniel,Frunza,Tigano,--,170 lbs.,--,,8,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Artem,Frolov,,"5' 10""",185 lbs.,--,,11,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Matt,Frevola,The SteamRolla,"5' 9""",155 lbs.,"71.0""",Orthodox,11,4,1,,3.71,42%,3.57,59%,N/A,2.59,40%,42%,0.9
Jinh Yu,Frey,,"5' 3""",115 lbs.,"65.0""",Southpaw,11,10,0,,2.97,43%,4.23,52%,N/A,1.02,36%,90%,0.3
Jonathan,Goulet,The Road Warrior,"6' 0""",170 lbs.,"73.0""",Orthodox,23,12,0,,1.61,41%,2.01,46%,N/A,4.17,70%,45%,0.6
Chase,Gormley,,"6' 3""",265 lbs.,--,Orthodox,14,6,0,,3.60,42%,6.03,44%,N/A,3.12,42%,0%,1.0
Tim,Gorman,The Psycho,"5' 5""",135 lbs.,--,Southpaw,9,4,0,,2.73,31%,5.57,46%,N/A,1.00,9%,33%,0.0
Themba,Gorimbo,The Answer,"6' 1""",170 lbs.,"77.0""",Orthodox,13,4,0,,2.53,69%,1.08,46%,N/A,4.04,58%,78%,0.0
Alex,Gorgees,Hitman,"6' 2""",155 lbs.,"74.0""",Switch,6,1,0,,0.67,32%,2.27,38%,N/A,0.00,0%,54%,0.0
Tebaris,Gordon,Boom,"6' 1""",265 lbs.,--,Orthodox,3,1,0,,3.53,16%,49.41,22%,N/A,0.00,0%,0%,0.0
Tresean,Gore,Mr. Vicious,"6' 0""",185 lbs.,"75.0""",Switch,5,2,0,,3.04,53%,6.13,47%,N/A,3.04,71%,81%,1.2
Jared,Gordon,Flash,"5' 9""",155 lbs.,"68.0""",Orthodox,20,7,0,,5.75,55%,3.97,56%,N/A,1.78,31%,62%,0.0
Marcus,Bossett,The Grasshopper,"6' 1""",215 lbs.,--,Orthodox,1,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Malcolm,Gordon,X,"5' 7""",125 lbs.,"71.0""",Switch,14,8,0,,2.50,45%,2.00,43%,N/A,1.72,35%,26%,1.0
Steve,Bosse,The Boss,"5' 11""",205 lbs.,"72.0""",Orthodox,12,2,0,,5.99,52%,5.38,50%,N/A,0.92,33%,100%,0.0
Eddie,Gordon,Truck,"6' 0""",185 lbs.,"76.0""",Orthodox,8,4,0,,2.03,32%,2.57,60%,N/A,1.93,83%,63%,0.0
Zachary,Borrego,The Dragon,"6' 2""",185 lbs.,"78.0""",Switch,3,1,0,,0.00,0%,1.94,33%,N/A,0.00,0%,0%,0.0
Viacheslav,Borshchev,Slava Claus,"5' 11""",155 lbs.,"69.0""",Orthodox,7,4,1,,5.18,58%,4.49,54%,N/A,0.00,0%,35%,0.0
Caio,Borralho,The Natural,"6' 1""",185 lbs.,"75.0""",Southpaw,16,1,0,,2.91,60%,2.06,60%,N/A,1.99,63%,76%,0.5
Tanner,Boser,The Bulldozer,"6' 2""",205 lbs.,"75.0""",Orthodox,21,10,1,,4.70,52%,2.75,58%,N/A,0.00,0%,63%,0.0
Igor,Borisov,,"6' 0""",235 lbs.,--,Orthodox,1,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Calen,Born,,"5' 8""",170 lbs.,"72.0""",Switch,7,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Alex,Hunter,,"5' 9""",226 lbs.,--,Orthodox,2,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Kevin,Borjas,El Gallo Negro,"5' 5""",125 lbs.,"68.0""",Orthodox,9,3,0,,4.92,40%,6.70,49%,N/A,0.00,0%,61%,0.0
Abongo,Humphrey,,"5' 11""",205 lbs.,--,Orthodox,7,3,0,,1.45,40%,3.83,46%,N/A,1.41,37%,33%,3.8
Harry,Hunsucker,The Hurricane,"6' 2""",205 lbs.,"75.0""",Orthodox,7,6,0,,3.54,52%,6.53,42%,N/A,0.00,0%,0%,2.0
Mark,Hunt,Super Samoan,"5' 10""",265 lbs.,"72.0""",Orthodox,13,14,1,,2.81,43%,2.90,51%,N/A,0.51,55%,64%,0.2
Bryan,Humes,,--,265 lbs.,--,,6,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Dominik,Humburger,,--,185 lbs.,--,,8,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Ray,Borg,The Tazmexican Devil,"5' 4""",135 lbs.,"63.0""",Orthodox,13,5,0,,1.52,52%,1.93,48%,N/A,3.89,50%,46%,1.0
Victor,Hugo,Striker,"5' 7""",135 lbs.,"71.0""",Orthodox,25,4,0,,3.46,51%,2.25,61%,N/A,0.67,50%,87%,1.4
Jeff,Hughes,Lights Out,"6' 2""",250 lbs.,"77.0""",Orthodox,10,4,0,,3.95,51%,3.67,60%,N/A,0.71,50%,45%,0.0
David,Hulett,Hollywood,"5' 10""",170 lbs.,--,,22,10,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Sam,Hughes,Sampage,"5' 5""",115 lbs.,"64.0""",Orthodox,8,6,0,,4.03,45%,4.51,56%,N/A,0.96,30%,57%,0.0
Nathan,Coy,Soulforce,"5' 10""",170 lbs.,"69.0""",Southpaw,15,7,0,,3.88,52%,2.40,61%,N/A,3.17,47%,50%,0.0
Andrew,Craig,Highlight,"6' 1""",170 lbs.,"76.0""",Orthodox,9,4,0,,2.39,40%,3.01,50%,N/A,0.53,37%,72%,0.0
Nikk,Covert,The Brick,"5' 8""",185 lbs.,--,,3,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Jeff,Cox,The Grinder,"5' 10""",155 lbs.,--,Orthodox,10,7,0,,0.56,25%,1.69,33%,N/A,4.23,50%,80%,0.0
Paul,Craig,Bearjew,"6' 3""",185 lbs.,"76.0""",Orthodox,17,8,1,,2.45,46%,2.97,44%,N/A,1.68,20%,37%,1.6
Kim,Couture,Sugar Free,"5' 8""",135 lbs.,--,Orthodox,3,8,0,,12.12,80%,2.31,69%,N/A,0.00,0%,0%,0.0
Ryan,Couture,,"5' 10""",155 lbs.,"73.0""",Orthodox,11,5,0,,3.54,45%,2.87,54%,N/A,1.55,29%,46%,1.3
Austen,Lane,,"6' 6""",245 lbs.,"80.0""",Orthodox,12,5,0,,3.43,46%,2.81,44%,N/A,1.03,20%,0%,0.0
Colby,Covington,Chaos,"5' 11""",170 lbs.,"72.0""",Orthodox,17,4,0,,3.88,38%,2.98,55%,N/A,3.79,44%,67%,0.2
Randy,Couture,The Natural,"6' 1""",205 lbs.,"75.0""",Orthodox,19,11,0,,2.85,57%,1.53,59%,N/A,2.78,46%,58%,0.5
Nate,Landwehr,The Train,"5' 9""",145 lbs.,"72.0""",Orthodox,18,5,0,,6.25,46%,5.75,55%,N/A,1.00,41%,86%,1.0
Hailey,Cowan,All Hail,"5' 8""",135 lbs.,"67.0""",Southpaw,7,3,0,,2.97,42%,3.17,34%,N/A,1.50,33%,80%,0.0
Jose,Landi-Jons,Pele,"5' 11""",170 lbs.,--,Orthodox,29,16,0,,0.99,40%,0.77,43%,N/A,2.20,80%,40%,2.2
Jason,Lambert,The Punisher,"6' 3""",185 lbs.,"75.0""",Orthodox,26,13,0,,3.21,58%,1.84,50%,N/A,1.35,36%,28%,2.4
Todd,Lally,,"5' 7""",145 lbs.,--,Orthodox,2,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Sean,Lally,The Unpredictable One,"6' 0""",170 lbs.,--,Orthodox,7,3,0,,5.34,39%,7.23,30%,N/A,0.00,0%,0%,0.0
Ricardo,Lamas,The Bully,"5' 8""",145 lbs.,"71.0""",Orthodox,20,8,0,,3.13,47%,2.87,57%,N/A,1.84,33%,46%,0.9
Yohan,Lainesse,White Lion,"6' 1""",170 lbs.,"76.0""",Orthodox,9,3,0,,2.22,41%,3.38,58%,N/A,0.94,28%,72%,0.5
Tina,Lahdemaki,Jelly Bean,"5' 2""",115 lbs.,--,Orthodox,5,1,0,,1.93,20%,4.67,57%,N/A,0.00,0%,16%,0.0
Tim,Lajcik,The Bohemian,"6' 1""",225 lbs.,--,Orthodox,7,6,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Bruno,Oliveira,,"6' 4""",205 lbs.,"80.0""",Orthodox,8,2,0,,3.44,33%,4.92,54%,N/A,0.00,0%,0%,0.0
Maria,Oliveira,Spider-Girl,"5' 6""",115 lbs.,"69.0""",Orthodox,13,7,0,,5.03,38%,5.76,44%,N/A,0.95,44%,47%,0.0
Saimon,Oliveira,,"5' 4""",135 lbs.,"72.0""",Orthodox,18,5,0,,2.82,41%,3.91,48%,N/A,1.21,25%,35%,1.6
Jorge,Oliveira,,"6' 1""",205 lbs.,--,,5,3,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Alex,Oliveira,Cowboy,"5' 11""",170 lbs.,"76.0""",Orthodox,22,12,1,,2.99,51%,2.55,46%,N/A,2.35,38%,63%,0.6
Ednaldo,Oliveira,Lula,"6' 5""",205 lbs.,--,Orthodox,17,3,1,,1.03,22%,1.80,52%,N/A,0.00,0%,42%,0.0
Rafaello,Oliveira,Tractor,"5' 8""",155 lbs.,"71.0""",Orthodox,17,8,0,,2.19,33%,3.38,59%,N/A,2.49,36%,11%,1.6
Michal,Oleksiejczuk,Hussar,"6' 0""",185 lbs.,"74.0""",Southpaw,19,8,0,,5.07,50%,4.27,61%,N/A,0.73,44%,48%,0.0
Masakatsu,Okuda,,--,--,--,,8,5,0,,0.00,0%,4.27,34%,N/A,0.00,0%,0%,4.3
Talita,Nogueira,Treta,"5' 10""",145 lbs.,--,,6,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Charles,Oliveira,Do Bronxs,"5' 10""",155 lbs.,"74.0""",Orthodox,34,10,0,,3.39,53%,3.20,51%,N/A,2.17,40%,55%,2.8
Alexandre Franca,Nogueira,Pequeno,"5' 7""",145 lbs.,--,Orthodox,18,6,3,,0.60,20%,4.18,57%,N/A,0.00,0%,0%,0.0
Aleksei,Oleinik,The Boa Constrictor,"6' 2""",240 lbs.,"80.0""",Orthodox,60,17,1,,3.29,48%,3.80,44%,N/A,1.82,46%,37%,1.9
Antonio Rodrigo,Nogueira,Minotauro,"6' 3""",240 lbs.,"77.0""",Orthodox,34,10,1,,1.95,42%,2.40,55%,N/A,1.30,29%,36%,2.4
Pedro,Nobre,The Rock,"5' 5""",135 lbs.,--,,18,4,2,,1.37,30%,9.16,35%,N/A,0.00,0%,0%,0.0
Rogerio,Nogueira,Minotouro,"6' 2""",205 lbs.,"75.0""",Southpaw,23,10,0,,2.43,35%,2.34,59%,N/A,0.64,44%,62%,0.8
Derrick,Noble,The Eraser,"5' 9""",170 lbs.,--,Southpaw,27,15,1,,6.21,40%,3.79,59%,N/A,0.00,0%,0%,0.0
Jacob,Noe,Psycho,--,205 lbs.,--,,3,11,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Kyle,Noblitt,,"6' 2""",243 lbs.,--,,11,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Chidi,Njokuani,Bang Bang,"6' 3""",170 lbs.,"80.0""",Orthodox,23,10,0,,4.09,61%,2.94,55%,N/A,0.00,0%,74%,0.2
Akiyo,Nishiura,Wicky Akiyo,"5' 8""",139 lbs.,--,Southpaw,13,8,1,,1.59,57%,1.26,57%,N/A,0.00,0%,52%,0.3
Ivan,Jorge,Batman,"5' 9""",155 lbs.,"73.0""",Orthodox,27,7,0,,3.41,49%,2.91,59%,N/A,1.56,16%,75%,0.6
Anthony,Njokuani,The Assassin,"6' 1""",155 lbs.,"75.0""",Orthodox,16,12,0,,3.94,46%,2.41,65%,N/A,0.50,45%,53%,0.2
Joe,Jordan,,"5' 6""",155 lbs.,--,Orthodox,49,14,2,,1.85,25%,4.27,59%,N/A,0.00,0%,66%,0.0
Shawn,Jordan,The Savage,"6' 0""",260 lbs.,"75.0""",Southpaw,19,8,0,,2.87,50%,3.30,47%,N/A,1.97,38%,76%,0.1
Kevin,Jordan,The Shaman,"6' 3""",245 lbs.,--,Orthodox,11,9,0,,2.00,40%,1.91,55%,N/A,0.00,0%,77%,0.6
Jacobi,Jones,Big Toe,"5' 9""",155 lbs.,"72.0""",Orthodox,6,2,0,,5.87,46%,7.60,48%,N/A,0.00,0%,33%,0.0
Scott,Jorgensen,Young Guns,"5' 5""",135 lbs.,"66.0""",Orthodox,15,12,0,,3.37,40%,3.41,65%,N/A,2.61,45%,59%,0.7
Jocelyn,Jones-Lybarger,,"5' 7""",115 lbs.,"64.0""",Orthodox,6,4,0,,2.96,31%,4.83,56%,N/A,0.34,25%,81%,0.0
Craig,Jones,,--,205 lbs.,--,,0,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Antonio,Jones,Doomsday,"5' 11""",185 lbs.,--,Orthodox,6,1,0,,7.50,55%,30.00,42%,N/A,0.00,0%,0%,0.0
Mason,Jones,Dragon,"5' 10""",155 lbs.,"74.0""",Orthodox,11,2,0,,5.61,44%,4.94,46%,N/A,3.16,45%,80%,0.0
Trevin,Jones,5 Star,"5' 7""",135 lbs.,"70.0""",Southpaw,13,10,0,,2.13,37%,4.29,39%,N/A,0.62,15%,60%,0.2
Yurij,Kiseliov,Playboy,"5' 8""",185 lbs.,--,Orthodox,5,4,0,,4.88,87%,0.00,0%,N/A,0.00,0%,50%,0.0
Yusaku,Kinoshita,,"6' 0""",170 lbs.,"71.0""",Southpaw,6,3,0,,4.65,50%,5.12,51%,N/A,0.00,0%,50%,0.0
Kamuela,Kirk,The Jawaiian,"5' 10""",155 lbs.,"75.0""",Switch,12,6,0,,3.22,50%,5.87,40%,N/A,1.50,26%,47%,1.2
Taiei,Kin,,"5' 11""",185 lbs.,--,Orthodox,6,3,0,,2.71,60%,1.33,52%,N/A,0.00,0%,55%,0.0
Kyle,Kingsbury,Kingsbu,"6' 4""",205 lbs.,"79.0""",Orthodox,11,6,0,,2.97,40%,3.81,51%,N/A,2.64,41%,52%,0.0
Mike,King,,"6' 3""",185 lbs.,--,,5,1,0,,4.44,58%,1.29,72%,N/A,1.75,25%,40%,3.5
Rob,Kimmons,The Rosedale Reaper,"5' 10""",185 lbs.,"73.0""",Orthodox,25,9,0,,1.86,48%,4.79,38%,N/A,2.08,46%,25%,2.4
Jeremy,Kimball,,"6' 0""",205 lbs.,"72.0""",Switch,15,8,0,,2.81,46%,3.84,49%,N/A,1.41,20%,50%,0.0
So Yul,Kim,,--,115 lbs.,--,,8,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Dustin,Kimura,The Diamond,"5' 7""",135 lbs.,"71.0""",Orthodox,11,3,0,,1.33,21%,3.82,51%,N/A,0.93,37%,50%,2.2
KyuSung,Kim,,"5' 11""",125 lbs.,"69.0""",Orthodox,12,6,0,,1.53,53%,0.87,69%,N/A,0.00,0%,33%,0.0
Clay,French,,"5' 7""",161 lbs.,--,Southpaw,19,7,0,,1.52,50%,1.27,16%,N/A,0.00,0%,100%,0.0
Josh,Fremd,,"6' 4""",185 lbs.,"76.0""",Orthodox,11,6,0,,2.52,44%,2.23,47%,N/A,0.66,25%,30%,1.1
Donavon,Frelow,,"5' 7""",135 lbs.,--,Orthodox,6,3,0,,2.40,27%,3.20,52%,N/A,1.00,100%,26%,0.0
Mike,French,,"5' 10""",145 lbs.,--,,9,10,0,,0.23,23%,2.17,42%,N/A,0.00,0%,22%,1.0
Jeremy,Freitag,,"6' 1""",205 lbs.,--,,6,10,0,,0.00,0%,8.37,19%,N/A,0.00,0%,33%,1.9
