Event,Date,Location,W/L 1,W/L 2,Fighter 1,Fighter 2,Kd 1,Kd 2,Str 1,Str 2,Td 1,Td 2,Sub 1,Sub 2,Weight class,Method,Round,Time
UFC 114: Rampage vs Evans,"May 29, 2010","Las Vegas, Nevada, USA",win,,John Hathaway,Diego Sanchez,1,0,84,24,1 of 8,0 of 2,0,0,Welterweight,U-DEC,3,5:00
UFC 114: Rampage vs Evans,"May 29, 2010","Las Vegas, Nevada, USA",win,,Ryan Jensen,Jesse Forbes,0,1,3,3,1 of 1,0 of 0,1,1,Middleweight,SUB,1,1:06
UFC 114: Rampage vs Evans,"May 29, 2010","Las Vegas, Nevada, USA",win,,Cyrille Diabate,Luiz Cane,1,1,17,4,0 of 2,0 of 0,0,0,Light Heavyweight,KO/TKO,1,2:13
UFC 114: Rampage vs Evans,"May 29, 2010","Las Vegas, Nevada, USA",win,,Efrain Escudero,Dan Lauzon,1,0,64,17,0 of 3,0 of 1,0,0,Lightweight,U-DEC,3,5:00
UFC 114: Rampage vs Evans,"May 29, 2010","Las Vegas, Nevada, USA",win,,Mike Russow,Todd Duffee,1,0,14,51,0 of 0,0 of 9,0,0,Heavyweight,KO/TKO,3,2:35
UFC 114: Rampage vs Evans,"May 29, 2010","Las Vegas, Nevada, USA",win,,Aaron Riley,Joe Brammer,0,0,46,37,3 of 8,1 of 2,0,0,Lightweight,U-DEC,3,5:00
UFC 114: Rampage vs Evans,"May 29, 2010","Las Vegas, Nevada, USA",win,,Melvin Guillard,Waylon Lowe,1,0,14,1,0 of 0,1 of 6,0,0,Lightweight,KO/TKO,1,3:28
UFC 114: Rampage vs Evans,"May 29, 2010","Las Vegas, Nevada, USA",win,,Rogerio Nogueira,Jason Brilz,0,0,23,18,3 of 13,1 of 1,1,3,Light Heavyweight,S-DEC,3,5:00
UFC 114: Rampage vs Evans,"May 29, 2010","Las Vegas, Nevada, USA",win,,Michael Bisping,Dan Miller,0,0,76,50,0 of 0,1 of 4,0,0,Middleweight,U-DEC,3,5:00
UFC 114: Rampage vs Evans,"May 29, 2010","Las Vegas, Nevada, USA",win,,Rashad Evans,Quinton Jackson,0,1,29,17,0 of 1,3 of 12,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",win,,John Salter,Jason MacDonald,0,0,3,5,0 of 0,1 of 3,0,0,Middleweight,KO/TKO,1,2:42
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",win,,Marcus Davis,Jonathan Goulet,2,0,11,5,0 of 0,4 of 5,1,0,Welterweight,KO/TKO,2,1:23
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",win,,Johny Hendricks,TJ Grant,0,0,53,67,0 of 1,8 of 8,0,0,Welterweight,M-DEC,3,5:00
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",win,,Mike Guymon,Yoshiyuki Yoshida,0,0,59,7,1 of 6,3 of 3,2,2,Welterweight,U-DEC,3,5:00
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",win,,Joey Beltran,Tim Hague,0,0,97,60,0 of 0,2 of 7,0,0,Heavyweight,U-DEC,3,5:00
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",win,,Alan Belcher,Patrick Cote,0,0,27,22,2 of 2,1 of 1,1,1,Middleweight,SUB,2,3:25
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",win,,Joe Doerksen,Tom Lawlor,0,1,44,42,0 of 2,0 of 1,1,0,Middleweight,SUB,2,2:10
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",win,,Josh Koscheck,Paul Daley,0,0,19,11,4 of 6,0 of 0,1,0,Welterweight,U-DEC,3,5:00
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",win,,Mauricio Rua,Lyoto Machida,1,0,17,9,2 of 2,0 of 1,0,0,Light Heavyweight,KO/TKO,1,3:35
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",win,,Jeremy Stephens,Sam Stout,1,1,55,70,0 of 1,3 of 5,0,1,Lightweight,S-DEC,3,5:00
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",win,,Matt Mitrione,Kevin Ferguson,0,0,44,5,2 of 5,0 of 0,4,0,Heavyweight,KO/TKO,2,4:24
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",win,,Charlie Brenneman,Jason High,0,0,33,12,6 of 10,0 of 0,0,3,Welterweight,U-DEC,3,5:00
UFC 112: Invincible,"April 10, 2010","Abu Dhabi, United Arab Emirates",win,,Paul Kelly,Matt Veach,0,0,47,4,0 of 0,1 of 1,3,2,Lightweight,SUB,2,3:41
UFC 112: Invincible,"April 10, 2010","Abu Dhabi, United Arab Emirates",win,,Jon Madsen,Mostapha Al-Turk,0,0,32,20,1 of 1,0 of 0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",win,,Gerald Harris,Mario Miranda,2,1,17,16,0 of 0,0 of 0,0,0,Middleweight,KO/TKO,1,4:49
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",win,,Gleison Tibau,Caol Uno,1,0,22,6,0 of 0,1 of 1,0,0,Lightweight,KO/TKO,1,4:13
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",win,,Andre Winner,Rafaello Oliveira,0,0,61,52,0 of 0,0 of 6,0,0,Lightweight,U-DEC,3,5:00
UFC 112: Invincible,"April 10, 2010","Abu Dhabi, United Arab Emirates",win,,DaMarques Johnson,Brad Blackburn,1,0,34,59,0 of 0,4 of 5,1,2,Welterweight,KO/TKO,3,2:08
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",win,,Yushin Okami,Lucio Linhares,1,0,50,8,0 of 0,0 of 2,0,0,Middleweight,KO/TKO,2,2:47
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",win,,Ross Pearson,Dennis Siver,0,0,54,39,1 of 1,2 of 5,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",win,,Jacob Volkmann,Ronys Torres,0,0,24,20,5 of 6,3 of 4,0,0,Lightweight,S-DEC,3,5:00
UFC 112: Invincible,"April 10, 2010","Abu Dhabi, United Arab Emirates",win,,Rafael Dos Anjos,Terry Etim,0,0,25,7,0 of 0,2 of 3,1,1,Lightweight,SUB,2,4:30
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",win,,Nik Lentz,Rob Emerson,0,1,46,24,0 of 1,4 of 14,1,1,Lightweight,U-DEC,3,5:00
UFC 112: Invincible,"April 10, 2010","Abu Dhabi, United Arab Emirates",win,,Phil Davis,Alexander Gustafsson,0,0,14,0,0 of 2,1 of 5,1,0,Light Heavyweight,SUB,1,4:55
UFC 112: Invincible,"April 10, 2010","Abu Dhabi, United Arab Emirates",win,,Mark Munoz,Kendall Grove,0,1,25,9,0 of 0,1 of 8,0,3,Middleweight,KO/TKO,2,2:50
UFC 112: Invincible,"April 10, 2010","Abu Dhabi, United Arab Emirates",win,,Rick Story,Nick Osipczak,0,0,31,28,2 of 4,3 of 10,1,1,Welterweight,S-DEC,3,5:00
UFC 112: Invincible,"April 10, 2010","Abu Dhabi, United Arab Emirates",win,,Frankie Edgar,BJ Penn,0,0,61,71,0 of 0,1 of 13,0,0,Lightweight,U-DEC,5,5:00
UFC 112: Invincible,"April 10, 2010","Abu Dhabi, United Arab Emirates",win,,Matt Hughes,Renzo Gracie,2,0,70,34,0 of 1,0 of 1,0,0,Welterweight,KO/TKO,3,4:40
UFC 112: Invincible,"April 10, 2010","Abu Dhabi, United Arab Emirates",win,,Anderson Silva,Demian Maia,1,0,61,10,0 of 0,0 of 13,0,0,Middleweight,U-DEC,5,5:00
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",win,,Jorge Rivera,Nate Quarry,3,0,29,19,0 of 1,0 of 0,0,0,Middleweight,KO/TKO,2,0:29
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",win,,Roy Nelson,Stefan Struve,1,0,9,2,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,0:39
UFC Live: Vera vs Jones,"March 21, 2010","Broomfield, Colorado, USA",win,,Brendan Schaub,Chase Gormley,1,0,25,2,0 of 0,0 of 2,0,0,Heavyweight,KO/TKO,1,0:47
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",win,,Kenny Florian,Takanori Gomi,0,0,51,20,1 of 2,0 of 1,1,0,Lightweight,SUB,3,2:52
UFC Live: Vera vs Jones,"March 21, 2010","Broomfield, Colorado, USA",win,,Junior Dos Santos,Gabriel Gonzaga,1,0,20,9,0 of 0,1 of 1,0,0,Heavyweight,KO/TKO,1,3:53
UFC Live: Vera vs Jones,"March 21, 2010","Broomfield, Colorado, USA",win,,Vladimir Matyushenko,Eliot Marshall,0,0,28,19,0 of 0,2 of 3,0,0,Light Heavyweight,S-DEC,3,5:00
UFC Live: Vera vs Jones,"March 21, 2010","Broomfield, Colorado, USA",win,,John Howard,Daniel Roberts,0,0,6,7,1 of 1,1 of 1,0,1,Welterweight,KO/TKO,1,2:01
UFC Live: Vera vs Jones,"March 21, 2010","Broomfield, Colorado, USA",win,,Darren Elkins,Duane Ludwig,0,0,0,1,0 of 0,1 of 2,0,0,Lightweight,KO/TKO,1,0:44
UFC 111: St-Pierre vs Hardy,"March 27, 2010","Newark, New Jersey, USA",win,,Jared Hamman,Rodney Wallace,1,0,60,34,11 of 13,2 of 2,0,1,Light Heavyweight,U-DEC,3,5:00
UFC 111: St-Pierre vs Hardy,"March 27, 2010","Newark, New Jersey, USA",win,,Matthew Riddle,Greg Soto,0,0,47,21,4 of 6,0 of 4,0,0,Welterweight,DQ,3,1:30
UFC Live: Vera vs Jones,"March 21, 2010","Broomfield, Colorado, USA",win,,Jon Jones,Brandon Vera,0,0,11,5,0 of 0,2 of 3,0,0,Light Heavyweight,KO/TKO,1,3:19
UFC 111: St-Pierre vs Hardy,"March 27, 2010","Newark, New Jersey, USA",win,,Rousimar Palhares,Tomasz Drwal,0,0,0,0,0 of 0,0 of 0,1,0,Middleweight,SUB,1,0:45
UFC 111: St-Pierre vs Hardy,"March 27, 2010","Newark, New Jersey, USA",win,,Ricardo Almeida,Matt Brown,0,0,15,6,5 of 11,0 of 0,1,0,Welterweight,SUB,2,3:30
UFC Live: Vera vs Jones,"March 21, 2010","Broomfield, Colorado, USA",win,,Cheick Kongo,Paul Buentello,0,0,53,3,9 of 9,0 of 0,0,0,Heavyweight,KO/TKO,3,1:16
UFC 111: St-Pierre vs Hardy,"March 27, 2010","Newark, New Jersey, USA",win,,Nate Diaz,Rory Markham,1,0,34,3,0 of 0,0 of 0,0,0,Welterweight,KO/TKO,1,2:47
UFC 111: St-Pierre vs Hardy,"March 27, 2010","Newark, New Jersey, USA",win,,Jon Fitch,Ben Saunders,0,0,72,17,0 of 0,2 of 7,0,0,Welterweight,U-DEC,3,5:00
UFC 111: St-Pierre vs Hardy,"March 27, 2010","Newark, New Jersey, USA",win,,Shane Carwin,Frank Mir,1,0,49,3,0 of 0,0 of 2,0,0,Heavyweight,KO/TKO,1,3:48
UFC 111: St-Pierre vs Hardy,"March 27, 2010","Newark, New Jersey, USA",win,,Jim Miller,Mark Bocek,0,0,23,17,1 of 2,4 of 8,3,1,Lightweight,U-DEC,3,5:00
UFC 110: Nogueira vs Velasquez,"February 20, 2010","Sydney, New South Wales, Australia",win,,CB Dollaway,Goran Reljic,0,0,25,20,5 of 7,1 of 1,1,3,Middleweight,U-DEC,3,5:00
UFC 110: Nogueira vs Velasquez,"February 20, 2010","Sydney, New South Wales, Australia",win,,James Te Huna,Igor Pokrajac,0,2,22,25,5 of 10,2 of 4,1,0,Light Heavyweight,KO/TKO,3,3:26
UFC 111: St-Pierre vs Hardy,"March 27, 2010","Newark, New Jersey, USA",win,,Kurt Pellegrino,Fabricio Camoes,0,0,16,8,1 of 1,1 of 5,2,2,Lightweight,SUB,2,4:20
UFC 110: Nogueira vs Velasquez,"February 20, 2010","Sydney, New South Wales, Australia",win,,Chris Lytle,Brian Foster,0,0,2,5,0 of 0,1 of 1,1,0,Welterweight,SUB,1,1:41
UFC 111: St-Pierre vs Hardy,"March 27, 2010","Newark, New Jersey, USA",win,,Georges St-Pierre,Dan Hardy,0,0,59,4,11 of 11,0 of 0,6,0,Welterweight,U-DEC,5,5:00
UFC 110: Nogueira vs Velasquez,"February 20, 2010","Sydney, New South Wales, Australia",win,,Ryan Bader,Keith Jardine,1,0,29,15,3 of 9,0 of 0,0,0,Light Heavyweight,KO/TKO,3,2:10
UFC 110: Nogueira vs Velasquez,"February 20, 2010","Sydney, New South Wales, Australia",win,,Mirko Filipovic,Anthony Perosh,0,0,29,9,0 of 0,0 of 11,1,0,Heavyweight,KO/TKO,2,5:00
UFC 110: Nogueira vs Velasquez,"February 20, 2010","Sydney, New South Wales, Australia",win,,Krzysztof Soszynski,Stephan Bonnar,0,0,48,36,0 of 1,2 of 5,0,0,Light Heavyweight,KO/TKO,3,1:04
UFC 110: Nogueira vs Velasquez,"February 20, 2010","Sydney, New South Wales, Australia",win,,Wanderlei Silva,Michael Bisping,1,0,42,32,1 of 1,5 of 9,1,0,Middleweight,U-DEC,3,5:00
UFC 110: Nogueira vs Velasquez,"February 20, 2010","Sydney, New South Wales, Australia",win,,George Sotiropoulos,Joe Stevenson,0,0,20,7,2 of 3,3 of 6,3,2,Lightweight,U-DEC,3,5:00
UFC 110: Nogueira vs Velasquez,"February 20, 2010","Sydney, New South Wales, Australia",win,,Cain Velasquez,Antonio Rodrigo Nogueira,1,0,23,3,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,2:20
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",win,,Rafael Dos Anjos,Kyle Bradley,0,0,42,21,5 of 8,0 of 0,2,0,Lightweight,U-DEC,3,5:00
UFC 109: Relentless,"February 06, 2010","Las Vegas, Nevada, USA",win,,Chris Tuchscherer,Tim Hague,0,0,24,34,1 of 7,1 of 1,1,1,Heavyweight,M-DEC,3,5:00
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",win,,Gerald Harris,John Salter,0,0,21,7,1 of 2,1 of 4,0,0,Middleweight,KO/TKO,3,3:24
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",win,,Nick Catone,Jesse Forbes,0,0,32,32,2 of 9,0 of 1,0,0,Middleweight,S-DEC,3,5:00
UFC 109: Relentless,"February 06, 2010","Las Vegas, Nevada, USA",win,,Rob Emerson,Phillipe Nover,0,0,26,19,7 of 11,0 of 1,0,2,Lightweight,U-DEC,3,5:00
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",win,,Rory MacDonald,Mike Guymon,0,0,8,6,2 of 3,0 of 3,2,0,Welterweight,SUB,1,4:27
UFC 109: Relentless,"February 06, 2010","Las Vegas, Nevada, USA",win,,Joey Beltran,Rolles Gracie,0,0,22,15,0 of 0,1 of 10,0,0,Heavyweight,KO/TKO,2,1:31
UFC 109: Relentless,"February 06, 2010","Las Vegas, Nevada, USA",win,,Demian Maia,Dan Miller,0,0,30,20,4 of 7,0 of 0,0,0,Middleweight,U-DEC,3,5:00
UFC 109: Relentless,"February 06, 2010","Las Vegas, Nevada, USA",win,,Melvin Guillard,Ronys Torres,0,0,34,6,0 of 0,5 of 13,0,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",win,,Rick Story,Jesse Lennox,0,0,47,22,2 of 3,1 of 2,1,1,Welterweight,S-DEC,3,5:00
UFC 109: Relentless,"February 06, 2010","Las Vegas, Nevada, USA",win,,Matt Serra,Frank Trigg,1,0,12,6,0 of 0,0 of 0,0,0,Welterweight,KO/TKO,1,2:23
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",draw,draw,Thiago Tavares,Nik Lentz,0,0,55,71,1 of 6,4 of 13,1,1,Lightweight,M-DEC,3,5:00
UFC 109: Relentless,"February 06, 2010","Las Vegas, Nevada, USA",win,,Mac Danzig,Justin Buchholz,0,0,62,30,3 of 6,0 of 0,0,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",win,,Aaron Simpson,Tom Lawlor,0,0,36,52,2 of 6,1 of 6,0,2,Middleweight,S-DEC,3,5:00
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",win,,Amir Sadollah,Brad Blackburn,0,0,87,37,2 of 2,0 of 1,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",win,,Evan Dunham,Efrain Escudero,0,1,22,26,3 of 4,0 of 1,1,2,Lightweight,SUB,3,1:59
UFC 109: Relentless,"February 06, 2010","Las Vegas, Nevada, USA",win,,Randy Couture,Mark Coleman,0,0,44,10,1 of 1,0 of 0,1,0,Light Heavyweight,SUB,2,1:09
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",win,,Chris Leben,Jay Silva,0,0,60,15,2 of 3,0 of 1,2,0,Middleweight,U-DEC,3,5:00
UFC 109: Relentless,"February 06, 2010","Las Vegas, Nevada, USA",win,,Chael Sonnen,Nate Marquardt,0,0,39,11,6 of 6,0 of 1,0,2,Middleweight,U-DEC,3,5:00
UFC 108: Evans vs Silva,"January 02, 2010","Las Vegas, Nevada, USA",win,,Cole Miller,Dan Lauzon,0,1,15,10,0 of 0,1 of 1,1,0,Lightweight,SUB,1,3:05
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",win,,Gray Maynard,Nate Diaz,0,0,41,70,0 of 0,0 of 3,0,0,Lightweight,S-DEC,3,5:00
UFC 108: Evans vs Silva,"January 02, 2010","Las Vegas, Nevada, USA",win,,Mark Munoz,Ryan Jensen,0,0,16,9,1 of 1,0 of 2,0,1,Middleweight,KO/TKO,1,2:30
UFC 108: Evans vs Silva,"January 02, 2010","Las Vegas, Nevada, USA",win,,Jake Ellenberger,Mike Pyle,1,0,15,5,2 of 2,0 of 1,0,1,Welterweight,KO/TKO,2,0:22
UFC 108: Evans vs Silva,"January 02, 2010","Las Vegas, Nevada, USA",win,,Jim Miller,Duane Ludwig,1,0,6,2,0 of 0,0 of 0,1,0,Lightweight,SUB,1,2:31
UFC 108: Evans vs Silva,"January 02, 2010","Las Vegas, Nevada, USA",win,,Junior Dos Santos,Gilbert Yvel,1,0,14,3,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,2:07
UFC 108: Evans vs Silva,"January 02, 2010","Las Vegas, Nevada, USA",win,,Martin Kampmann,Jacob Volkmann,1,0,14,13,0 of 0,0 of 0,1,0,Welterweight,SUB,1,4:03
UFC 108: Evans vs Silva,"January 02, 2010","Las Vegas, Nevada, USA",win,,Rashad Evans,Thiago Silva,0,0,12,31,8 of 16,0 of 0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 107: Penn vs Sanchez,"December 12, 2009","Memphis, Tennessee, USA",win,,DaMarques Johnson,Edgar Garcia,0,0,10,17,0 of 0,1 of 2,1,1,Welterweight,SUB,1,4:03
UFC 107: Penn vs Sanchez,"December 12, 2009","Memphis, Tennessee, USA",win,,Rousimar Palhares,Lucio Linhares,0,0,6,8,1 of 2,2 of 2,3,2,Middleweight,SUB,2,3:21
UFC 107: Penn vs Sanchez,"December 12, 2009","Memphis, Tennessee, USA",win,,Stefan Struve,Paul Buentello,0,1,54,37,1 of 1,0 of 0,2,0,Heavyweight,M-DEC,3,5:00
UFC 107: Penn vs Sanchez,"December 12, 2009","Memphis, Tennessee, USA",win,,Kenny Florian,Clay Guida,1,0,22,13,1 of 2,0 of 3,1,0,Lightweight,SUB,2,2:19
UFC 107: Penn vs Sanchez,"December 12, 2009","Memphis, Tennessee, USA",win,,Matt Wiman,Shane Nelson,0,0,55,20,2 of 5,1 of 7,0,3,Lightweight,U-DEC,3,5:00
UFC 107: Penn vs Sanchez,"December 12, 2009","Memphis, Tennessee, USA",win,,Alan Belcher,Wilson Gouveia,1,0,21,29,0 of 0,0 of 0,0,0,Catch Weight,KO/TKO,1,3:03
UFC 107: Penn vs Sanchez,"December 12, 2009","Memphis, Tennessee, USA",win,,Jon Fitch,Mike Pierce,0,0,55,54,4 of 10,1 of 2,0,0,Welterweight,U-DEC,3,5:00
UFC 107: Penn vs Sanchez,"December 12, 2009","Memphis, Tennessee, USA",win,,Frank Mir,Cheick Kongo,1,0,2,0,0 of 0,0 of 0,1,0,Heavyweight,SUB,1,1:12
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",win,,Kyle Kingsbury,Razak Al-Hassan,0,0,25,31,2 of 6,1 of 4,0,0,Light Heavyweight,S-DEC,3,5:00
UFC 107: Penn vs Sanchez,"December 12, 2009","Memphis, Tennessee, USA",win,,Johny Hendricks,Ricardo Funch,0,0,49,16,7 of 14,1 of 6,4,0,Welterweight,U-DEC,3,5:00
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",win,,Stefan Struve,Chase Gormley,0,0,12,8,1 of 1,1 of 1,3,1,Heavyweight,SUB,1,4:04
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",win,,Jorge Rivera,Rob Kimmons,1,0,66,23,0 of 0,1 of 3,0,0,Middleweight,KO/TKO,3,1:53
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",win,,Chael Sonnen,Yushin Okami,0,0,91,25,4 of 7,0 of 0,0,1,Middleweight,U-DEC,3,5:00
UFC 107: Penn vs Sanchez,"December 12, 2009","Memphis, Tennessee, USA",win,,BJ Penn,Diego Sanchez,0,0,70,8,0 of 0,0 of 27,0,0,Lightweight,KO/TKO,5,2:37
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",win,,Pat Barry,Antoni Hardonk,1,0,29,29,0 of 0,0 of 2,0,0,Heavyweight,KO/TKO,2,2:30
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",win,,Andre Winner,Rolando Delgado,2,0,14,11,0 of 0,0 of 0,0,0,Lightweight,KO/TKO,1,3:22
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",win,,Alexander Gustafsson,Jared Hamman,1,0,6,6,0 of 0,0 of 0,0,0,Light Heavyweight,KO/TKO,1,0:41
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",win,,Nick Osipczak,Matthew Riddle,0,0,46,28,0 of 0,4 of 12,1,0,Welterweight,KO/TKO,3,3:53
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",win,,Dennis Siver,Paul Kelly,2,0,38,12,0 of 2,1 of 3,0,0,Lightweight,KO/TKO,2,2:53
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",win,,Ryan Bader,Eric Schafer,2,0,52,25,3 of 4,0 of 0,0,1,Light Heavyweight,U-DEC,3,5:00
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",win,,Anthony Johnson,Yoshiyuki Yoshida,1,0,10,0,0 of 0,0 of 0,0,0,Welterweight,KO/TKO,1,0:41
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",win,,Joe Stevenson,Spencer Fisher,0,0,28,14,2 of 7,0 of 0,0,0,Lightweight,KO/TKO,2,4:03
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",win,,Terry Etim,Shannon Gugerty,0,0,17,11,0 of 0,1 of 2,1,0,Lightweight,SUB,2,1:24
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",win,,Cain Velasquez,Ben Rothwell,0,0,62,3,5 of 5,0 of 0,0,0,Heavyweight,KO/TKO,2,0:58
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",win,,Gleison Tibau,Josh Neer,0,0,22,24,11 of 14,0 of 0,2,0,Lightweight,U-DEC,3,5:00
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",win,,John Hathaway,Paul Taylor,0,0,80,5,5 of 6,0 of 0,0,1,Welterweight,U-DEC,3,5:00
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",win,,Ross Pearson,Aaron Riley,0,0,59,15,0 of 0,0 of 2,0,0,Lightweight,KO/TKO,2,4:38
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",win,,Lyoto Machida,Mauricio Rua,0,0,35,80,0 of 0,0 of 4,0,0,Light Heavyweight,U-DEC,5,5:00
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",win,,Michael Bisping,Denis Kang,0,1,29,11,3 of 3,0 of 1,1,0,Middleweight,KO/TKO,2,4:24
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",win,,Matt Brown,James Wilks,1,0,45,19,0 of 1,1 of 10,3,3,Welterweight,KO/TKO,3,2:27
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",win,,Randy Couture,Brandon Vera,0,1,39,27,1 of 10,1 of 2,0,0,Light Heavyweight,U-DEC,3,5:00
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009","Las Vegas, Nevada, USA",win,,Matt Mitrione,Marcus Jones,1,0,14,10,0 of 0,3 of 4,0,1,Heavyweight,KO/TKO,2,0:10
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",win,,Dan Hardy,Mike Swick,0,0,55,38,1 of 4,0 of 3,0,1,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009","Las Vegas, Nevada, USA",win,,Jon Madsen,Justin Wren,0,0,26,17,0 of 1,0 of 1,0,0,Heavyweight,S-DEC,3,5:00
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009","Las Vegas, Nevada, USA",win,,Kevin Ferguson,Houston Alexander,0,0,27,43,4 of 4,0 of 0,1,0,Catch Weight,U-DEC,3,5:00
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009","Las Vegas, Nevada, USA",win,,Frankie Edgar,Matt Veach,0,0,25,7,0 of 3,3 of 9,1,0,Lightweight,SUB,2,2:20
UFC 106: Ortiz vs Griffin 2,"November 21, 2009","Las Vegas, Nevada, USA",draw,draw,Caol Uno,Fabricio Camoes,0,0,28,22,2 of 3,5 of 5,0,2,Lightweight,M-DEC,3,5:00
UFC 106: Ortiz vs Griffin 2,"November 21, 2009","Las Vegas, Nevada, USA",win,,George Sotiropoulos,Jason Dent,0,0,33,25,3 of 3,0 of 0,2,0,Lightweight,SUB,2,4:36
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009","Las Vegas, Nevada, USA",win,,James McSweeney,Darrill Schoonover,0,0,58,16,1 of 2,0 of 3,2,1,Heavyweight,KO/TKO,3,3:20
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009","Las Vegas, Nevada, USA",win,,Matt Hamill,Jon Jones,0,0,5,44,0 of 1,1 of 1,0,0,Light Heavyweight,DQ,1,4:14
